question,answer
Quais são os tratamentos para Miastenia Gravis?,"A miastenia gravis pode ser controlada. Alguns medicamentos melhoram a transmissão neuromuscular e aumentam a força muscular, e alguns suprimem a produção de anticorpos anormais. Esses medicamentos devem ser usados ​​com acompanhamento médico cuidadoso, pois podem causar efeitos colaterais importantes. A timectomia, a remoção cirúrgica da glândula timo (que muitas vezes é anormal em pessoas com miastenia gravis), melhora os sintomas em certos indivíduos. Outras terapias incluem plasmaférese, um procedimento no qual anticorpos anormais são removidos do sangue, e imunoglobulina intravenosa em altas doses, que modifica temporariamente o sistema imunológico e fornece ao corpo anticorpos normais do sangue doado."
Quais são as perspectivas para a Miastenia Gravis?,"Com o tratamento, a maioria dos indivíduos com miastenia pode melhorar significativamente a fraqueza muscular. Alguns casos de miastenia gravis podem entrar em remissão temporária e a fraqueza muscular pode desaparecer, de modo que os medicamentos podem ser descontinuados. Em alguns casos, a fraqueza grave da miastenia gravis pode causar insuficiência respiratória, o que requer cuidados médicos de emergência imediatos."
que pesquisas (ou ensaios clínicos) estão sendo feitas para a Miastenia Gravis?,"Os cientistas estão avaliando novos e melhorando os tratamentos atuais para a miastenia gravis. Diferentes medicamentos estão sendo testados, isoladamente ou em combinação com terapias medicamentosas existentes, para verificar se são eficazes no tratamento do distúrbio. Um estudo busca compreender a base molecular da transmissão sináptica no sistema nervoso. A timectomia está sendo estudada em indivíduos que não têm timoma, para avaliar o benefício a longo prazo que a cirurgia pode ter em relação à terapia médica isolada. E os investigadores estão examinando a segurança e eficácia do transplante autólogo de células-tronco hematopoéticas para tratar a miastenia gravis refratária e grave."
O que é (são) Atrofia Muscular Espinhal?,"Atrofia Muscular Espinhal (AME) Tipos I, II e III pertencem a um grupo de doenças hereditárias que causam fraqueza e desgaste dos músculos voluntários nos braços e pernas de bebês e crianças. Os distúrbios são causados ​​​​por um gene anormal ou ausente, conhecido como gene 1 do neurônio motor de sobrevivência (SMN1), que é responsável pela produção de uma proteína essencial aos neurônios motores. Sem esta proteína, os neurônios motores inferiores da medula espinhal degeneram e morrem. O tipo de SMA (I, II ou III) é determinado pela idade de início e pela gravidade dos sintomas. O tipo I (também conhecido como doença de Werdnig-Hoffman ou SMA de início infantil) é evidente no nascimento ou nos primeiros meses. Os sintomas incluem membros e tronco flácidos, movimentos fracos dos braços e pernas, dificuldades para engolir e alimentar e dificuldade para respirar. O tipo II (a forma intermediária) geralmente começa aos 6 e 18 meses de idade. As pernas tendem a ser mais prejudicadas que os braços. Crianças com Tipo II podem conseguir sentar-se e algumas podem ficar de pé ou andar com ajuda. Os sintomas do Tipo III (também chamada de doença de Kugelberg-Welander) aparecem entre os 2 e os 17 anos de idade e incluem dificuldade para correr, subir degraus ou levantar-se de uma cadeira. As extremidades inferiores são mais frequentemente afetadas. As complicações incluem escoliose e encurtamento crônico dos músculos ou tendões ao redor das articulações."
Quais são os tratamentos para Atrofia Muscular Espinhal?,Não há cura para a AME. O tratamento consiste em controlar os sintomas e prevenir complicações.
Quais são as perspectivas para a Atrofia Muscular Espinhal?,"O prognóstico é ruim para bebês com AME tipo I. A maioria morre nos primeiros dois anos. Para crianças com AME Tipo II, o prognóstico para a esperança de vida ou para ficar em pé ou andar de forma independente correlaciona-se aproximadamente com a idade que têm quando começam a sentir sintomas - crianças mais velhas tendem a ter sintomas menos graves A esperança de vida é reduzida, mas alguns indivíduos vivem até à adolescência ou idade adulta jovem. Indivíduos com AME tipo III podem ser propensos a infecções respiratórias, mas com cuidado podem ter uma vida normal."
que pesquisas (ou ensaios clínicos) estão sendo feitas para a Atrofia Muscular Espinhal?,"Entre 2003 e 2012, o NINDS pilotou o Projeto de Atrofia Muscular Espinhal para acelerar o desenvolvimento terapêutico para esta doença neurodegenerativa hereditária. O Projeto foi concebido para acelerar o processo de pesquisa, identificando medicamentos que aumentam o nível de proteína SMN em células cultivadas, para que possam ser usados ​​como pistas potenciais para futuras descobertas de medicamentos e testes clínicos. Leia mais sobre a história deste esforço pioneiro e como ele levou à colaboração com diversas empresas farmacêuticas e de biotecnologia."
O que é (são) a Doença de Alzheimer?,"A doença de Alzheimer (DA) é um distúrbio cerebral não reversível relacionado à idade que se desenvolve ao longo dos anos. Inicialmente, as pessoas apresentam perda de memória e confusão, que podem ser confundidas com os tipos de alterações de memória que às vezes estão associadas ao envelhecimento normal. No entanto, os sintomas da DA conduzem gradualmente a alterações de comportamento e de personalidade, a um declínio nas capacidades cognitivas, tais como a tomada de decisões e as competências linguísticas, e a problemas de reconhecimento da família e dos amigos. Em última análise, a DA leva a uma grave perda da função mental. Estas perdas estão relacionadas com o agravamento das ligações entre certos neurónios no cérebro e a sua eventual morte. A DA faz parte de um grupo de distúrbios chamados demências, caracterizados por problemas cognitivos e comportamentais. É a causa mais comum de demência entre pessoas com 65 anos ou mais.
                
Existem três características principais no cérebro que estão associadas aos processos patológicos da DA.
                
- Placas amilóides, que são constituídas por fragmentos de uma proteína chamada peptídeo beta-amilóide misturada com uma coleção de proteínas adicionais, restos de neurônios e pedaços de outras células nervosas. - Emaranhados neurofibrilares (NFTs), encontrados dentro dos neurônios, são coleções anormais de uma proteína chamada tau. A tau normal é necessária para neurônios saudáveis. No entanto, em AD, o tau se agrupa. Como resultado, os neurônios deixam de funcionar normalmente e eventualmente morrem. - Perda de conexões entre neurônios responsáveis ​​pela memória e aprendizagem. Os neurônios não conseguem sobreviver quando perdem suas conexões com outros neurônios. À medida que os neurônios morrem em todo o cérebro, as regiões afetadas começam a atrofiar ou encolher. Na fase final da DA, os danos são generalizados e o tecido cerebral encolheu significativamente."
Quais são os tratamentos para a doença de Alzheimer?,"Atualmente não existem medicamentos que possam retardar a progressão da DA. No entanto, quatro medicamentos aprovados pela FDA são usados ​​para tratar os sintomas da DA. Esses medicamentos ajudam os indivíduos a realizar as atividades da vida diária, mantendo as habilidades de pensamento, memória ou fala. Eles também podem ajudar com algumas das mudanças comportamentais e de personalidade associadas à DA. No entanto, eles não irão parar ou reverter a DA e parecem ajudar os indivíduos apenas por alguns meses a alguns anos. Donepezil (Aricept), rivastigmina (Exelon) e galantamina (Razadyne) são prescritos para tratar sintomas leves a moderados da DA. O Donepezil foi recentemente aprovado também para tratar a DA grave. O mais novo medicamento para DA é a memantina (Namenda), que é prescrita para tratar sintomas de DA moderados a graves."
Quais são as perspectivas para a doença de Alzheimer?,"Em muito poucas famílias, as pessoas desenvolvem DA na faixa dos 30, 40 e 50 anos. Isso é conhecido como DA de “início precoce”. Esses indivíduos têm uma mutação em um dos três genes herdados diferentes que fazem com que a doença comece mais cedo. Mais de 90 por cento da DA se desenvolve em pessoas com mais de 65 anos. Esta forma de DA é chamada de DA de ""início tardio"" e seu desenvolvimento e padrão de danos no cérebro são semelhantes aos da DA de início precoce. O curso desta doença varia de pessoa para pessoa, assim como a taxa de declínio. Na maioria das pessoas com DA, os sintomas aparecem pela primeira vez após os 65 anos.
                
Ainda não entendemos completamente as causas da DA de início tardio, mas provavelmente incluem fatores genéticos, ambientais e de estilo de vida. Embora o risco de desenvolver DA aumente com a idade, os sintomas da DA e da demência não fazem parte do envelhecimento normal. Existem também algumas formas de demência que não estão relacionadas a doenças cerebrais, como a DA, mas são causadas por anormalidades sistêmicas, como a síndrome metabólica, na qual a combinação de pressão alta, colesterol alto e diabetes causa confusão e perda de memória."
que pesquisas (ou ensaios clínicos) estão sendo feitas para a doença de Alzheimer?,"O Instituto Nacional de Distúrbios Neurológicos e Derrame (NINDS) apoia pesquisas básicas e translacionais relacionadas à DA por meio de subsídios às principais instituições médicas em todo o país. Estudos atuais estão investigando como o desenvolvimento de placas beta-amilóides danifica os neurônios e como as anormalidades nas proteínas tau criam os emaranhados neurofibrilares característicos da DA. Outra investigação está a explorar o impacto dos factores de risco associados ao desenvolvimento da DA, tais como problemas pré-existentes com o fluxo sanguíneo nos vasos sanguíneos do cérebro. Mais importante ainda, o NINDS apoia uma série de estudos que estão a desenvolver e a testar novas e inovadoras terapias que podem aliviar os sintomas da DA e potencialmente levar à cura.
                
Em 15 de maio de 2012, a administração Obama anunciou o lançamento do Plano Nacional de Alzheimer. A Secretária de Saúde e Serviços Humanos dos EUA, Kathleen Sebelius, reafirmou o compromisso da nossa nação em vencer a doença de Alzheimer e demências relacionadas, com o objetivo específico de encontrar formas eficazes de prevenir e tratar a doença até 2025."
